epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,50000,0.779992663213361,0.7705836212827343,0.7899686749915038,0.7667150543927264,0.7911375465385279,0.7680585203387297,0.7472415949061005,0.7370934561669704
0,100000,0.7897212327925749,0.7822823459181178,0.7948278212058569,0.7740285831734587,0.7967662283985775,0.778783184113692,0.7564730885879065,0.7496205553699182
0,150000,0.7812232278018952,0.7707089345583844,0.7959442663207125,0.7738133211048572,0.7983284290916604,0.7766467080828232,0.749568150644998,0.7391834202151593
0,200000,0.7837726473499089,0.7758098767911352,0.8000295364287433,0.7776838099776205,0.8020245281113918,0.7815162435918275,0.7450356991602145,0.7381324800445231
0,250000,0.7797919989837788,0.7705963063689197,0.7934570293711685,0.7719882062803582,0.7956926005167089,0.7741512056732514,0.7485943397569165,0.7398430446968022
0,300000,0.7795542571692144,0.7707519869721046,0.7908695491323992,0.769245921284997,0.79208727720055,0.7715622949017684,0.7478134145674942,0.7393529390941829
0,350000,0.7806674447489415,0.7696645291291165,0.79558529469359,0.7723960510210478,0.7986589808926798,0.7782469509249438,0.7481263689251151,0.7367367361675738
0,400000,0.7878332433210025,0.7789738448030246,0.8028762519276031,0.7816980631604855,0.8044761138998541,0.7841462847942753,0.7518165571220672,0.7428232711572782
0,450000,0.7864739832985759,0.7764003098935847,0.7963704428160739,0.7759767048943013,0.7979363426148469,0.7784645193728517,0.7497138617853835,0.7394363531457658
0,500000,0.7758298324712505,0.7669845163750292,0.7925855351055429,0.769869412490839,0.7945101823411742,0.7735011911053853,0.7281034756315392,0.7186212799051134
0,550000,0.7922639050931464,0.7835523921228661,0.8095051653258256,0.7903285345251969,0.8113766119233616,0.7921386578842041,0.7487354316402719,0.7405042067646492
0,600000,0.7829890033182845,0.772568260675929,0.8016419408568034,0.7776092370467123,0.8032418757791872,0.7830200028996287,0.7466028256421096,0.7383512016820842
0,650000,0.7802014852553665,0.7672774265469475,0.7915615380216419,0.7681619230109685,0.7929722438768545,0.7708730718856929,0.7481943676060011,0.735764981686459
0,700000,0.783405967915008,0.7712509336953985,0.8005503344017569,0.7742142467076274,0.8011820997915653,0.7760282140321452,0.7488681313672476,0.7370431002187797
0,750000,0.7807733745388861,0.7692278546470965,0.7976650075994088,0.775731075498165,0.7994858859221519,0.7781085681665572,0.7454888110931701,0.7316627016933981
0,800000,0.7960603989311847,0.7882285761666802,0.8083831787951604,0.7865133987557884,0.8081685251870001,0.7872372174614606,0.7634781714361079,0.7535571604494662
0,850000,0.7818967470438284,0.7728761623133391,0.7960378610775479,0.7754512348089833,0.7967908948251904,0.7775388924778656,0.7464735531384983,0.7370530945291076
0,900000,0.7926563556393162,0.7819779038496673,0.8091472327157241,0.7866144950487209,0.8099678705578743,0.7874624738403899,0.7560756495047783,0.7429293646053745
0,950000,0.7855388986252605,0.7739309464494859,0.800198893981489,0.7765425366174822,0.8012214914469564,0.7780589810114686,0.7491387630120172,0.7386933146125401
