epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,50000,0.815283616926186,0.8097136525958546,0.8143351590907025,0.7996163239922451,0.8157923326154923,0.8018554339022506,0.7634333449078807,0.7629848702611051
0,100000,0.8212684118953659,0.8136452605202387,0.8173327944893831,0.8038073995886038,0.8189184223523851,0.8040983877777669,0.7695959011317779,0.7664967171517164
0,150000,0.8163019590676677,0.8097347944061637,0.8197677680848299,0.8077855194956678,0.8199709412849017,0.8085370147530173,0.7612591754352225,0.7570497875125238
0,200000,0.817006053369318,0.8124632411256862,0.8222322919886246,0.8077420826853965,0.822902696614799,0.8113665577654725,0.7590800485903033,0.7566707725131648
0,250000,0.8163223268608606,0.8127403910390107,0.8204333450843243,0.8074011229445939,0.8222757979983644,0.8101818475950625,0.7618192640222992,0.7597136556114661
0,300000,0.8131278180117043,0.809544133716831,0.8175806625167237,0.8045934905355502,0.8201815526752743,0.8084047823394478,0.7567419414788202,0.7533872571738915
0,350000,0.8133775317617674,0.80783280027145,0.8191112303750638,0.8055875400166271,0.8207951697362293,0.807916598719584,0.7607572291070288,0.7535440909667297
0,400000,0.8218797371353861,0.8176460598238159,0.8265978564415624,0.814578190949695,0.8281459188474871,0.8174984515482036,0.7654243455640131,0.7608672296612389
0,450000,0.8235421854876621,0.8172628164623952,0.8242692121866902,0.8090582564762736,0.8256585351246144,0.8111985764726531,0.7677252738593494,0.765787505514985
0,500000,0.8227755169636102,0.8175019111171632,0.8252856014850812,0.8111236191451936,0.8272156828855728,0.8162264833607,0.7611344863288864,0.7589160327679877
0,550000,0.8293395510456492,0.8243991384330825,0.8284077212329969,0.8168165320665984,0.8304841619871315,0.8188911202527444,0.7738644702302606,0.7745017753278307
0,600000,0.8297508374058085,0.8265252357570723,0.829901811959999,0.8134861203480941,0.8311662637934636,0.8147261836218584,0.7746304701235925,0.7744179768796966
0,650000,0.8219373113039976,0.8189687683560612,0.8211360945584272,0.8071701006173986,0.8238031641669785,0.8124171135395574,0.7694607364733062,0.7698148281805864
0,700000,0.8212436738883093,0.8168157632734964,0.8223831382414943,0.8062721502740898,0.8230729874247371,0.8064359032048474,0.7714823809177083,0.7707231572307741
0,750000,0.8222251001515695,0.8168307547389881,0.8239330607305091,0.8088445319938765,0.8247966947046288,0.8124740042291164,0.7657408567113163,0.7606108371616725
0,800000,0.8265714791634085,0.8227089467980104,0.8232083358191961,0.8096352356994355,0.8222270955898736,0.8079746425987963,0.7728626538675897,0.7752440450679544
0,850000,0.8230227684872644,0.8189268691319942,0.8214790949591552,0.8079185207023394,0.8223083376785625,0.8102291283708447,0.7776363506630283,0.7731990554162411
0,900000,0.823254653516369,0.8164106093086644,0.8224348012720482,0.8073599925136291,0.8219737573723951,0.8060376683779348,0.7749468403144669,0.7708250223168087
0,950000,0.8186048233207328,0.8126204593150755,0.817715546625965,0.8052646469137251,0.818420345683724,0.8056471214820436,0.7675339308350794,0.7654865230154941
0,1000000,0.8175573103557527,0.8130771224177514,0.8218322809213043,0.8097274908716933,0.8212635094028651,0.809122450700303,0.7626518730946,0.7598677986284467
0,1050000,0.8242412675821345,0.8175511138757007,0.8279893440848318,0.8114415150929317,0.828039080096758,0.8126577457805297,0.7690932663790289,0.7668100003408417
0,1100000,0.8280754119245979,0.8239451661062642,0.8303722011085557,0.8172689668072124,0.8304739695413775,0.8189161060285641,0.7722341755320893,0.7727885198996942
0,1150000,0.8206297186394494,0.8147354091390843,0.8224074252159981,0.8048541113971781,0.8223521751726435,0.8062091092397137,0.7669588370702589,0.7608860650922414
0,1200000,0.8228304637513572,0.8178870764613393,0.8212803065906906,0.8062533148430873,0.8214637569884422,0.8081068750123656,0.772139429865246,0.7668196102546184
0,1250000,0.8212364343844101,0.8159535618094375,0.8193588341298507,0.805071679845086,0.8205853260589975,0.8070198015659286,0.7709763819452833,0.7681357840454957
0,1300000,0.8237378865507172,0.8191509723212702,0.825612955779673,0.8125524211255354,0.8262650705698114,0.8130640529350148,0.7691607253922024,0.7657090886185659
0,1350000,0.8254783481942181,0.8217187412824442,0.8221871877670985,0.809080935872787,0.8232658865602993,0.8105781604392198,0.7767756064840678,0.7718894163667323
0,1400000,0.8268273131299716,0.8231713758489525,0.8231115200642671,0.8074987596685665,0.823469179106755,0.8088533731145512,0.776395513600973,0.774180804207684
0,1450000,0.8288692123187841,0.8235526972276178,0.828190444550975,0.8137006136235934,0.8289274171938378,0.8143948337948327,0.7763614275856159,0.7757230031705925
0,1500000,0.8300321717207775,0.825140254983553,0.8273917920461029,0.8136368037961149,0.8286742270975546,0.8163491058604925,0.7799495554817063,0.7782519480801078
0,1550000,0.8254311195985877,0.8194385009414736,0.8251847240743149,0.8068875691523593,0.8247972720058341,0.8063175090671165,0.7785502159746731,0.7756718784292997
0,1600000,0.8258437993001992,0.8186470284428125,0.826412901413426,0.8105981490598757,0.8266325890751222,0.8119081725059356,0.7723639826706169,0.7682637880970031
0,1650000,0.8215589506719577,0.8154942079309042,0.8203968507673404,0.8056878675164574,0.8198009502406765,0.8042486868292367,0.7800763393203103,0.7746997395516337
0,1700000,0.8223865590454265,0.8168326767217436,0.8250238211063249,0.807364989668793,0.8249518669127179,0.8084013227704883,0.7727638597884622,0.7684482984415186
0,1750000,0.8226219505841241,0.8152589572416469,0.8240370228963301,0.8092235469932354,0.8243084860177943,0.8112881408690534,0.7683989595048335,0.7630974984505696
0,1800000,0.8225208148687212,0.8180146961162958,0.8240494018079734,0.8084958843220523,0.8236842614654329,0.8089779175970992,0.7764298096880586,0.771404307919277
0,1850000,0.8179247528883091,0.8107757402664718,0.8169345448045494,0.8019457670917528,0.8167333151597227,0.8018619686436188,0.7711193056728531,0.7656218306014723
0,1900000,0.8264717215656738,0.8202834045607341,0.8267289599985636,0.8120281042298706,0.8269575833315118,0.8122318344019398,0.7750715694858661,0.7717583371428162
