epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,50000,0.8546874897456723,0.8625078792921244,0.8591796311912612,0.8437583883601845,0.8603027316773744,0.8462912296802212,0.7626328558459857,0.7776042029612041
0,100000,0.859428107203347,0.8654560148580018,0.8625684127678575,0.846595001449286,0.863898585305032,0.8466207643714724,0.7803941721384724,0.791171649922822
0,150000,0.856218347517752,0.8620879805001668,0.8616419845352956,0.8441113788462621,0.8626184445743991,0.8457528999628914,0.7638036075779567,0.7740439209235208
0,200000,0.856607318176721,0.8611278273101322,0.8617993185013568,0.8467995667418713,0.8628721153326772,0.8485714112220596,0.7721938237951902,0.7828540712688496
0,250000,0.852455171147666,0.8578286225161803,0.8589097001682553,0.8408356425163103,0.8594870119851165,0.8417081211796111,0.7667291523981339,0.7760991868800406
0,300000,0.846956444574399,0.852394163151038,0.8523296675981478,0.8358068739139966,0.8537342567431024,0.8385831171705116,0.762752339858918,0.7732214300196861
0,350000,0.8495215353765422,0.8558391020495243,0.8589234207873087,0.8437349325653579,0.8599185646722511,0.8457851997459312,0.7552897561064236,0.7624552201943166
0,400000,0.8494927094171671,0.8564554919428468,0.8548776527244379,0.8412909156486806,0.8557268655061965,0.841633908582865,0.7630131545494963,0.7744419003931181
0,450000,0.8504404395110742,0.857917831783336,0.8556558294460312,0.8366593574735111,0.856494505491382,0.8369116033982026,0.7577373532439597,0.7683933814976911
0,500000,0.8520846510787132,0.859768924076819,0.8600265392090725,0.8469606811358434,0.8616224841306934,0.8482834047679901,0.7518425295789175,0.7614247033068566
0,550000,0.8575897218248257,0.8628297247947511,0.8642080117675954,0.8473302060346678,0.865848467528592,0.8486871814435655,0.7630316345835377,0.7733929264867783
0,600000,0.8567436369829942,0.8628270331358283,0.8632688641376098,0.8482176810258085,0.863573804356687,0.8493543257718277,0.776318179869063,0.7837615413637771
